formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,material_id
Cr2Se3,56.402,54.561,55.481,mp-2832
AlPd2,158.407,156.795,157.601,mp-2824
HfN,270.382,270.382,270.382,mp-1001834
ErB4,181.356,180.57,180.963,mp-2847
TmSe,84.968,84.968,84.968,mp-2822
MoN,336.999,328.95,332.975,mp-999503
ErPd3,129.717,129.717,129.717,mp-2825
UNi5,183.584,183.584,183.584,mp-2838
ZrO2,188.579,177.638,183.109,mp-775910
B2Os,314.205,308.462,311.334,mp-2850
CeCd3,41.295,41.295,41.295,mp-2863
SrSnO3,137.575,137.455,137.515,mp-2879
Nd(CuSi)2,115.759,115.554,115.656,mp-2877
Mn4Al11,123.582,122.798,123.19,mp-2856
ScN,200.491,200.491,200.491,mp-1009750
BaNd2O4,100.072,95.306,97.689,mp-2892
HoAlNi,87.654,87.204,87.429,mp-2909
Dy(CuSi)2,119.498,119.133,119.315,mp-2917
Li2TiO3,112.528,108.074,110.301,mp-2931
Ho(NiP)2,152.023,151.63,151.827,mp-2906
ScSnAu,88.353,88.353,88.353,mp-2894
Mg2SiO4,121.083,117.165,119.124,mp-2895
Ho(SiNi)2,132.056,129.983,131.02,mp-2924
Pr2(ReB2)3,213.558,212.341,212.95,mp-2933
Dy(SiRh)2,153.457,153.446,153.451,mp-2893
LaSi3Ir,122.868,122.696,122.782,mp-2914
Y2Si4Mo3,156.048,155.996,156.022,mp-2932
LiAg2Sn,59.483,59.483,59.483,mp-2927
Ca(NiGe)2,80.49,80.289,80.39,mp-2949
NaMgF3,69.298,68.994,69.146,mp-2955
MgSiP2,73.147,71.265,72.206,mp-2961
Dy(BC)2,203.587,157.374,180.481,mp-2958
La(CoB)2,129.018,122.606,125.812,mp-2967
HfSnRh,150.086,147.418,148.752,mp-2960
Ce(MnSi)2,123.772,123.184,123.478,mp-2965
SmB2Rh3,205.418,204.617,205.017,mp-2947
Li2GeAu,61.01,61.01,61.01,mp-2935
Cs2UO4,43.54,27.387,35.463,mp-2991
ZnGeN2,161.892,161.782,161.837,mp-1029779
Li2GaRh,81.563,81.563,81.563,mp-2988
HoInCu,80.745,80.055,80.4,mp-3015
P2Pd3S8,5.655,5.322,5.487999999999999,mp-3006
Th(GeRh)2,146.294,145.646,145.97,mp-3011
ThB2C,181.556,181.054,181.305,mp-2997
Nd(MnSi)2,119.325,117.943,118.634,mp-3018
Ce(FeSi)2,144.219,140.168,142.193,mp-3035
MgAl2Cu,76.462,75.949,76.205,mp-3034
Al2HgSe4,31.497,31.368,31.433,mp-3038
BaNbO3,167.842,167.842,167.842,mp-3020
U2SeN2,127.842,124.661,126.252,mp-3048
BaSi2O5,58.94,57.86,58.4,mp-3031
RbBF4,16.91,16.651,16.78,mp-3032
Y3Al5O12,170.395,170.395,170.395,mp-3050
TbCo3B2,205.762,205.673,205.718,mp-3040
DyB2Ru3,223.117,223.113,223.115,mp-3092
CdSiAs2,59.018,58.847,58.932,mp-3078
ErB2Ru3,225.064,225.045,225.055,mp-3093
Tb(SiRh)2,152.149,152.099,152.124,mp-3097
TbNiC2,154.436,136.964,145.7,mp-3061
NdB2Rh3,201.13,198.179,199.655,mp-3055
BeAl2O4,214.848,214.277,214.562,mp-3081
LaBRh3,165.301,165.301,165.301,mp-3088
SrAl2O4,83.903,82.355,83.129,mp-3094
ErCoSi2,125.544,123.148,124.346,mp-3128
UGeTe,72.79,68.294,70.542,mp-3109
TaCuS3,42.982,36.847,39.914,mp-3102
Na8SnSb4,18.677,18.677,18.677,mp-3138
AlCuO2,184.312,172.397,178.355,mp-3098
Ca(NO3)2,3.748,3.748,3.748,mp-3142
HoNbO4,143.658,138.408,141.033,mp-3144
BaZrN2,101.962,98.687,100.324,mp-3104
Lu(SiRh)2,158.963,158.811,158.887,mp-3108
Al2CdSe4,31.957,31.879,31.918,mp-3159
LiAlSi,63.069,63.069,63.069,mp-3161
Li2SbPt,79.179,79.179,79.179,mp-3158
Sc3FeC4,175.553,173.046,174.3,mp-3155
BaSO4,52.217,51.333,51.775,mp-3164
Th(SiOs)2,183.411,183.057,183.234,mp-3166
DyBRh3,183.388,183.388,183.388,mp-3183
TbB2Ru3,222.109,222.108,222.108,mp-3186
BaSnO3,133.913,133.913,133.913,mp-3163
Li2GaPd,67.604,67.604,67.604,mp-3201
Tb2Al3Si2,87.024,86.606,86.815,mp-3194
Er(FeB)2,120.934,120.924,120.929,mp-3190
Sr(NiGe)2,64.747,59.378,62.062,mp-3207
Ca(CoP)2,93.988,89.636,91.812,mp-3210
Nd2SO2,107.658,107.325,107.491,mp-3211
NdTaO4,149.865,143.159,146.512,mp-3203
Li2ZrN2,137.264,127.607,132.436,mp-3216
ZrGeTe,68.896,36.288,52.592,mp-3208
ThB2Ru3,230.345,229.662,230.004,mp-3223
Er(SiPd)2,136.389,132.126,134.258,mp-3218
Th(NiGe)2,115.726,114.606,115.166,mp-3264
Pr2SO2,105.11,104.806,104.958,mp-3236
Sr(CuGe)2,77.694,77.384,77.539,mp-3241
Er(CoSi)2,133.928,130.026,131.977,mp-3239
NiGePd,167.547,164.059,165.803,mp-3274
Tb(CoSi)2,113.884,113.064,113.474,mp-3292
Sr(FeP)2,106.416,83.158,94.787,mp-3299
BAsO4,53.93,50.578,52.254,mp-3277
Ti3AlC,153.159,153.159,153.159,mp-3271
Al5BO9,160.971,157.564,159.267,mp-3281
RbNbO3,43.979,36.434,40.207,mp-3283
Ce(AlZn)2,72.035,72.019,72.027,mp-3286
Dy(SiPd)2,135.619,132.247,133.933,mp-3301
TaAlCo2,203.111,203.111,203.111,mp-3340
CaPd3O4,161.478,161.478,161.478,mp-3315
Tb(NiGe)2,112.513,112.494,112.504,mp-3329
LiBIr,163.894,163.544,163.719,mp-3348
HoZrSb,80.484,79.927,80.205,mp-3346
SrHfO3,155.364,155.334,155.349,mp-3378
Sc2Ni2Sn,105.113,104.928,105.02,mp-3363
Y2Sn2O7,164.271,164.271,164.271,mp-3370
Sr3Ti2O7,139.443,139.44,139.441,mp-3349
Rb2SO4,25.208,25.106,25.157,mp-3372
Er3Al5O12,173.762,173.762,173.762,mp-3384
U(SiRu)2,380.851,272.102,326.477,mp-3388
Ba2SnO4,96.639,96.247,96.443,mp-3359
Y(CuSi)2,118.726,117.852,118.289,mp-3390
Sr(PPd)2,104.234,103.389,103.811,mp-3385
Tl(MoSe)3,44.0,25.299,34.649,mp-3411
Ba2TiO4,64.884,64.602,64.743,mp-3397
NaAl11O17,154.5,149.752,152.126,mp-3405
Ho2Ni2Pb,75.911,74.017,74.964,mp-3398
Yb(SiRu)2,135.055,131.349,133.202,mp-3415
Lu(MnGe)6,141.515,140.593,141.054,mp-3400
Na3AlF6,51.203,50.784,50.993,mp-3416
Eu(CuSi)2,85.956,85.924,85.94,mp-3412
UTeN,67.424,8.731,38.078,mp-3402
Tb(CuSi)2,120.153,119.789,119.971,mp-3456
Ce(CoSi)2,137.774,136.808,137.291,mp-3437
YMgNi4,90.883,90.883,90.883,mp-3433
Y(SiRh)2,151.492,151.468,151.48,mp-3441
ErTaO4,149.311,127.622,138.466,mp-3444
FeSiRu2,232.733,232.733,232.733,mp-3464
PrAlO3,185.608,183.21,184.409,mp-3466
KMgF3,74.789,74.789,74.789,mp-3448
ScNiSb,103.751,103.751,103.751,mp-3432
Er(NiP)2,151.308,151.308,151.308,mp-3455
ZrNi2Sb,147.438,143.586,145.512,mp-3469
Na2Ti3O7,100.34,93.865,97.103,mp-3488
Nd(FeSi)2,120.658,115.821,118.239,mp-3489
CeGa3Pd2,102.468,101.518,101.993,mp-3494
Lu(SiPd)2,138.761,133.754,136.258,mp-3507
La2Ni5B4,137.999,135.564,136.781,mp-3471
PbSO4,38.415,38.115,38.265,mp-3472
Li6WN4,84.765,84.023,84.394,mp-3503
Dy2Al3Si2,87.792,87.374,87.583,mp-3513
KSnSb,20.149,19.62,19.885,mp-3486
Y(CoB)2,159.035,148.869,153.952,mp-3515
MgAl2O4,182.861,182.861,182.861,mp-3536
LiPN2,135.963,134.737,135.35,mp-3524
NaBF4,28.08,27.949,28.014,mp-3521
Na3AgO2,50.087,49.927,50.007,mp-3527
ZrSO,130.347,130.347,130.347,mp-3519
MgCuSb,66.779,66.779,66.779,mp-3522
CrAgSe2,65.03,60.397,62.714,mp-3532
NdPO4,116.893,112.42,114.656,mp-3584
HfGaCo2,172.836,172.836,172.836,mp-3576
Nd(Sb3Os)4,100.469,100.469,100.469,mp-3569
Mg(BC)2,178.33,137.171,157.751,mp-1079629
Tm2SO2,127.703,127.511,127.607,mp-3556
UGeSe,86.276,80.769,83.522,mp-3579
KTeAu,33.164,21.478,27.321,mp-3553
NdBRh3,174.728,174.728,174.728,mp-3591
NaErS2,48.467,45.5,46.984,mp-3613
YAl4Ni,92.623,92.336,92.48,mp-3602
La(SiIr)2,150.226,141.107,145.667,mp-3585
Sc(SiNi)2,156.413,146.643,151.528,mp-3587
BPO4,63.308,56.162,59.735,mp-3589
ZnSiAs2,66.291,66.291,66.291,mp-3595
KTaO3,188.716,188.716,188.716,mp-3614
Sc2FeSi2,110.749,110.206,110.477,mp-3618
Th(CoGe)2,142.647,142.329,142.488,mp-3605
ScCuO2,144.395,130.696,137.545,mp-3642
HfCu2Te3,42.966,39.816,41.391,mp-3650
Nb6Si7Ni16,218.334,218.334,218.334,mp-3640
Cu2P2O7,101.015,59.529,80.272,mp-3638
YOF,132.527,130.909,131.718,mp-3637
MnAlCo2,188.169,188.169,188.169,mp-3623
RbCaF3,48.191,48.191,48.191,mp-3654
TiCo2Si,206.714,206.714,206.714,mp-3657
LiTaO3,123.039,119.727,121.383,mp-3666
Tb(SiRu)2,152.531,151.572,152.051,mp-3678
YbBRh3,161.964,161.964,161.964,mp-3686
MgCu4Sn,97.854,97.854,97.854,mp-3676
MgSiN2,173.669,172.878,173.274,mp-1017514
Sc(Al2Fe)4,128.999,128.876,128.938,mp-3701
SrAlSi,55.945,48.698,52.321,mp-3698
CdGeP2,65.343,65.337,65.34,mp-3668
LiYF4,80.52,78.965,79.743,mp-3700
Ho2Co12P7,201.633,201.306,201.47,mp-3706
HoBRh3,184.167,184.167,184.167,mp-3710
NaNbO2,150.604,142.932,146.768,mp-3744
AlTlF4,45.662,44.858,45.26,mp-3751
Ti3AlC2,158.837,157.645,158.241,mp-3747
LiNbO3,103.805,102.437,103.121,mp-3731
TbNiSb,89.316,89.316,89.316,mp-3716
Ti2CS,179.924,179.575,179.75,mp-3732
LuBRh3,188.744,188.744,188.744,mp-3717
Li2GaPt,82.351,82.351,82.351,mp-3726
NdCuSe2,63.481,61.351,62.416,mp-3739
MgTiO3,163.61,158.565,161.087,mp-3771
VCu3S4,43.389,43.389,43.389,mp-3762
Eu(NiP)2,109.116,107.279,108.198,mp-3758
ScCo2Sn,137.52,137.52,137.52,mp-3791
NaZnF3,69.135,68.513,68.824,mp-3795
SrCO3,62.295,58.8,60.547,mp-3822
K2PtF6,24.494,23.964,24.229,mp-3821
GdSF,100.488,100.474,100.481,mp-3799
Al(FeB)2,226.252,222.749,224.5,mp-3805
K2UO4,62.562,57.664,60.113,mp-3808
Ce(SiPd)2,126.817,122.852,124.834,mp-3826
Sr(PRu)2,100.978,73.657,87.317,mp-3804
CdSnAs2,47.196,47.195,47.195,mp-3829
Li5ReN4,71.919,71.801,71.86,mp-3838
GaCuTe2,46.029,46.028,46.028,mp-3839
Ba3(PO4)2,66.627,66.459,66.543,mp-3857
Y(MnSi)2,125.82,125.819,125.819,mp-3854
Ca(AlGe)2,59.693,58.479,59.086,mp-3862
NaBO2,50.688,40.197,45.442,mp-3889
BaZnF4,60.737,54.594,57.665,mp-3881
Ti2SnC,134.155,134.045,134.1,mp-3871
Li3GaN2,98.991,98.991,98.991,mp-3887
Ho(SiRh)2,156.387,156.364,156.376,mp-3895
NdNbO4,119.593,92.646,106.12,mp-3901
ZrAlCo2,162.789,162.789,162.789,mp-3909
SmSF,101.678,101.565,101.622,mp-3931
TmSnPd2,113.153,113.153,113.153,mp-3942
Cd2GeO4,101.183,98.279,99.731,mp-3917
ZrSiS,127.086,125.106,126.096,mp-3938
Th2MnN3,199.024,196.945,197.985,mp-3923
Mg2PN3,152.085,146.698,149.391,mp-3933
LiNbO2,163.815,149.519,156.667,mp-3924
Cu3PS4,78.317,77.72,78.018,mp-3934
CaAsAu,67.212,54.744,60.978,mp-3927
CaUO4,138.974,137.015,137.995,mp-3960
K2TiF6,28.021,27.668,27.845,mp-3970
LaPO4,107.487,101.766,104.626,mp-3962
BaY2O4,114.659,112.888,113.773,mp-3952
CaCO3,78.414,72.048,75.231,mp-2717324
K2CO3,32.355,22.578,27.466,mp-3963
KCuO2,43.583,24.772,34.178,mp-3982
Er(SiOs)2,175.526,175.403,175.465,mp-3958
BaPdS2,40.397,39.528,39.963,mp-4009
PrSF,96.179,96.1,96.139,mp-3992
ErPO4,146.853,137.028,141.94,mp-4006
BaTaS3,50.256,47.728,48.992,mp-4001
UMoC2,260.35,250.663,255.507,mp-3991
TmNiSb,91.824,91.824,91.824,mp-4025
CaTiO3,172.28,172.268,172.274,mp-3442
Rb2Pt3S4,27.988,16.405,22.197,mp-4030
Nd(SiRu)2,137.22,131.966,134.593,mp-4013
Pr(CuSi)2,108.707,108.265,108.486,mp-4014
Nd(SiNi)2,148.721,145.531,147.126,mp-4007
Zr2CoSi2,167.71,166.463,167.087,mp-4022
ZnGeAs2,59.57,59.568,59.569,mp-4008
KCrS2,55.592,54.98,55.286,mp-4026
CaSc2O4,145.649,142.663,144.156,mp-4056
TmNiC2,182.149,158.618,170.384,mp-4037
Sm(CoB)2,159.278,146.631,152.954,mp-4073
Cs2SiF6,16.017,16.017,16.017,mp-4047
Sm(SiRu)2,144.421,141.759,143.09,mp-4072
Dy(SiIr)2,176.121,175.451,175.786,mp-4065
YAl3Ni,96.571,96.431,96.501,mp-4054
Er2(NiB2)3,194.753,193.817,194.285,mp-4071
NbCu3Se4,33.566,33.566,33.566,mp-4043
Ca(NiP)2,105.678,105.189,105.433,mp-4064
TbZrSb,79.747,79.449,79.598,mp-4075
TaCu3Se4,41.99,41.99,41.99,mp-4081
Tl2SO4,24.271,23.332,23.802,mp-4112
Ba(AsRu)2,82.421,70.822,76.622,mp-4109
VCoSb,141.89,141.89,141.89,mp-4076
HoPO4,143.35,133.252,138.301,mp-4104
La(FeSi)2,119.136,109.355,114.246,mp-4088
CaCuAs,67.905,60.96,64.433,mp-4120
Ni2Mo3N,278.976,278.976,278.976,mp-4091
Ce(SiRh)2,143.382,143.184,143.283,mp-4090
Sc3AlC,100.358,100.358,100.358,mp-4079
Li2Si2O5,78.789,77.286,78.037,mp-4117
Ho(CuSi)2,114.103,113.157,113.63,mp-4105
Sc(CoSi)2,155.126,154.727,154.927,mp-4131
KUO3,134.466,134.466,134.466,mp-4126
Ho(SiPd)2,135.301,131.268,133.284,mp-4148
CaCN2,74.647,65.077,69.862,mp-4124
Sr(NO3)2,31.616,31.616,31.616,mp-4157
Li2ZrO3,115.339,85.91,100.625,mp-4156
Rb2CO3,27.966,21.755,24.861,mp-4138
DySi2Ni,113.36,109.369,111.364,mp-4171
Pr2CuO4,134.198,130.979,132.588,mp-4181
Tm(NiGe)2,108.764,108.099,108.431,mp-4195
HoNiSb,92.38,92.38,92.38,mp-4174
ZnSnP2,64.548,64.548,64.548,mp-4175
ScPO4,157.45,142.119,149.784,mp-4200
BaAl2O4,84.009,83.991,84.0,mp-4202
Ca3AsN,59.959,59.841,59.9,mp-4192
UAs2Pd,118.525,117.163,117.844,mp-4206
Dy(SiRu)2,155.957,155.365,155.661,mp-4177
NdFeSi2,114.616,112.028,113.322,mp-4196
CaIrO3,157.396,152.289,154.842,mp-1016872
Sc3TlC,97.309,97.309,97.309,mp-4230
Nd(AgGe)2,81.83,81.806,81.818,mp-4229
MnFeAs,159.976,158.792,159.384,mp-4238
BaZnO2,82.685,82.425,82.555,mp-4236
Nd(CoSi)2,122.144,118.143,120.144,mp-4228
Tb(SiPd)2,132.872,129.094,130.983,mp-4250
Pr(Sb3Os)4,100.567,100.478,100.522,mp-4251
YCoC2,173.099,156.425,164.762,mp-4248
LiCrS2,65.509,62.903,64.206,mp-4226
BeAlB,140.226,140.226,140.226,mp-4262
Ca(CoGe)2,73.749,73.402,73.576,mp-4259
NaSi2Pd3,111.096,100.641,105.869,mp-4276
PrAgAs2,74.963,73.547,74.255,mp-4308
Nd(NiGe)2,112.217,111.62,111.919,mp-4302
Er(CuSi)2,122.805,122.473,122.639,mp-4305
Ho(NiGe)2,115.335,115.121,115.228,mp-4291
Yb2Si2O7,91.535,86.07,88.802,mp-4300
Sm(SiPd)2,128.882,126.601,127.742,mp-4275
LaSi2Pt,117.514,116.695,117.105,mp-4283
Sr2SnO4,107.543,105.916,106.729,mp-3376
TbNiGe2,97.02,94.632,95.826,mp-4288
Nd(SiPd)2,124.433,122.148,123.29,mp-4323
Sr(NiAs)2,61.933,29.713,45.823,mp-4316
Tm2CdS4,64.903,64.903,64.903,mp-4324
Pr(CoB)2,149.246,139.785,144.516,mp-4322
Sr2PdO3,102.383,93.296,97.839,mp-4359
Sr(AsPd)2,79.638,79.401,79.52,mp-4370
CdCO3,95.755,83.374,89.565,mp-4385
TbScGe,71.804,70.834,71.319,mp-4395
NbGaCo2,193.763,193.763,193.763,mp-4364
YB2Ru3,221.79,221.786,221.788,mp-4382
UAsS,79.54,76.697,78.118,mp-4374
SrZrO3,145.812,145.795,145.804,mp-1020622
SbPdSe,83.274,83.274,83.274,mp-4368
Ho(CoGe)2,136.152,135.528,135.84,mp-4415
CaSO4,65.132,63.353,64.243,mp-4406
Rb3AuO,15.595,15.595,15.595,mp-4405
Ba(NO3)2,27.443,27.443,27.443,mp-4396
Sm2Zr2O7,162.119,162.119,162.119,mp-4408
CaSiO3,93.408,91.691,92.549,mp-3387
Pr(SiNi)2,126.492,126.472,126.482,mp-4439
Th(MnSi)2,149.886,149.327,149.607,mp-4458
Ca(CuGe)2,79.349,79.142,79.246,mp-4441
Cd(GaS2)2,36.727,36.64,36.683,mp-4452
Y3AlC,79.684,79.684,79.684,mp-4448
CaSnO3,143.643,143.103,143.373,mp-4438
Tb(SiNi)2,120.364,119.944,120.154,mp-4466
CuSbS2,46.831,46.342,46.586,mp-4468
KPrO2,70.504,64.755,67.63,mp-4519
Ca2SiO4,90.298,88.216,89.257,mp-2379939
Ba(PRu)2,95.547,80.49,88.019,mp-4484
MnCo2Si,218.693,218.693,218.693,mp-4492
Sr(FeAs)2,95.962,72.622,84.292,mp-4488
ZrNbP,173.683,173.668,173.675,mp-4500
ZnGeP2,73.52,73.511,73.515,mp-4524
KLiTe,20.01,19.796,19.903,mp-4495
NaYbS2,36.87,35.561,36.215,mp-4494
NaNbO3,101.559,99.94,100.75,mp-1105765
ErInPd,90.079,89.342,89.71,mp-4508
DyNiSb,90.475,90.475,90.475,mp-4510
CaSiPt,82.686,82.686,82.686,mp-4478
La3AlN,66.117,66.117,66.117,mp-4505
Y(CuGe)2,103.792,102.967,103.38,mp-4520
NaNO3,28.57,25.021,26.795,mp-4531
ScNi2Sn,126.056,126.056,126.056,mp-4536
NaCuO2,69.498,47.048,58.273,mp-997041
Na2SiO3,61.373,61.302,61.337,mp-4533
Li2SO4,45.14,44.859,45.0,mp-4556
SrSiN2,99.382,92.701,96.042,mp-4549
K2SO4,28.697,28.679,28.688,mp-4529
CaZrO3,149.349,148.737,149.043,mp-4571
Mn3AlC,235.077,235.077,235.077,mp-4593
TlSbTe2,29.109,28.104,28.606,mp-4573
Tl3BO3,20.23,20.074,20.152,mp-4584
LiAlTe2,27.657,27.482,27.57,mp-4586
Li7VN4,82.448,82.448,82.448,mp-4604
LaNi4B,141.332,141.222,141.277,mp-4634
TiCo2Ge,188.455,188.455,188.455,mp-4612
TlCrTe2,34.697,34.506,34.601,mp-4638
KPF6,27.131,19.6,23.365,mp-4608
Yb(SiPd)2,109.102,107.64,108.371,mp-4633
Zr2SnC,126.598,126.099,126.349,mp-4613
Y(SiIr)2,174.208,173.573,173.891,mp-3896
SrTiO3,168.404,168.036,168.22,mp-4651
ScOF,143.66,141.921,142.79,mp-4661
CdSiP2,74.468,74.362,74.415,mp-4666
Y(Al2Fe)4,124.062,123.479,123.771,mp-4656
Dy(SiNi)2,114.683,114.459,114.571,mp-4692
Ag2CO3,67.33,28.615,47.972,mp-4691
Zn(CrSe2)2,72.426,72.426,72.426,mp-4697
BNF8,16.155,15.948,16.052,mp-4674
Ga2HgSe4,30.917,30.719,30.818,mp-4730
Nd(GePd)2,108.706,106.891,107.798,mp-4725
Ca(NiAs)2,84.803,84.394,84.598,mp-4744
Si2Ni6B,214.4,207.654,211.027,mp-4720
Cu2GeSe3,59.602,59.247,59.424,mp-4728
ErTiGe,90.689,90.661,90.675,mp-4743
UGa5Co,105.644,104.868,105.256,mp-4732
PrScGe,64.55,64.456,64.503,mp-4738
ZnSnSb2,40.984,40.984,40.984,mp-4756
CeAl3Pd2,110.588,106.003,108.295,mp-4785
KReO4,18.268,18.259,18.263,mp-4757
ZnSiP2,84.97,84.937,84.953,mp-4763
Na2SO4,43.2,42.232,42.716,mp-3143
TiAlCu2,134.483,134.483,134.483,mp-4771
Ce(SiOs)2,168.405,168.403,168.404,mp-4767
Eu(SiNi)2,94.905,94.429,94.667,mp-4768
U(SiPd)2,143.682,140.221,141.952,mp-4793
PrRhO3,179.391,176.979,178.185,mp-4789
Sc(AlC)3,167.59,164.922,166.256,mp-4798
Zn4B6O13,179.033,179.033,179.033,mp-4812
Gd2SO2,112.553,112.297,112.425,mp-4805
Ga2HgS4,36.041,35.895,35.968,mp-4809
Pr(SiRh)2,139.103,136.722,137.912,mp-4815
CeAl5Ni2,97.182,96.641,96.912,mp-4817
ZrSiO4,205.354,198.707,202.03,mp-4820
Y(SiPd)2,132.583,128.581,130.582,mp-4822
NaZnP,43.182,41.658,42.42,mp-4824
LaCuSi,82.827,81.395,82.111,mp-4835
GaCuSe2,55.603,55.585,55.594,mp-4840
Al2ZnS4,84.975,84.975,84.975,mp-4842
Sr(CuAs)2,57.081,56.639,56.86,mp-4861
Na2ThF6,52.961,49.315,51.138,mp-4829
NdScGe,65.89,65.673,65.782,mp-4854
CaAl4O7,114.074,113.565,113.819,mp-4867
Er(NiGe)2,122.05,122.05,122.05,mp-4865
CaMgSn,40.892,40.585,40.739,mp-962068
HoGa5Co,86.145,86.145,86.145,mp-4856
Er(SiNi)2,123.294,122.687,122.991,mp-4881
BaCeN2,103.56,103.364,103.462,mp-4887
GdTaO4,148.491,136.905,142.698,mp-4875
Pr(SiRu)2,133.753,126.843,130.298,mp-4904
Y(GeRh)2,132.977,132.943,132.96,mp-4889
LiGa2Rh,103.896,103.896,103.896,mp-4913
Y(CoGe)2,136.229,136.225,136.227,mp-4908
Hf2SnC,138.006,137.29,137.648,mp-4893
Y2MgCu2,63.094,62.227,62.66,mp-4901
Ba(FeP)2,86.238,81.0,83.619,mp-4883
ZrGeSe,103.625,102.42,103.022,mp-4878
ScSnPd2,123.983,123.983,123.983,mp-4897
Tm(CuSi)2,116.899,116.615,116.757,mp-4903
Tl3SbSe3,14.239,14.239,14.239,mp-4876
GaAgTe2,40.233,40.217,40.225,mp-4899
UTeAs,71.61,70.707,71.159,mp-4895
AlVCo2,195.177,195.177,195.177,mp-4955
Yb(SiPt)2,123.92,121.764,122.842,mp-4936
MnAlNi2,158.539,158.539,158.539,mp-4922
Nd(GeRh)2,123.775,122.994,123.385,mp-4920
Dy(FeSi)2,148.516,148.105,148.31,mp-4939
YSbPt,96.369,96.369,96.369,mp-4964
La(SiPd)2,121.062,120.091,120.576,mp-4954
Pr(CuGe)2,96.285,95.528,95.907,mp-4924
CdGeAs2,52.271,52.206,52.238,mp-4953
Na2HgO2,45.415,39.231,42.323,mp-4961
TbCoSi2,128.849,123.004,125.927,mp-4969
LuInCu2,89.584,89.584,89.584,mp-4972
MnSnRh2,169.635,169.635,169.635,mp-4990
AlCuS2,82.186,82.144,82.165,mp-4979
Li2SiO3,76.881,76.729,76.805,mp-5012
Nd(CoGe)2,112.579,109.971,111.275,mp-4999
Dy(MnSi)2,129.141,128.717,128.929,mp-4985
Ti2AlN,156.725,156.676,156.701,mp-4978
Tl(CuSe)2,30.591,27.691,29.141,mp-5000
ZrGeS,118.672,118.649,118.661,mp-4997
SmBRh3,175.916,175.916,175.916,mp-4982
ScCrC2,208.181,207.963,208.072,mp-4992
CeSF,84.357,84.344,84.351,mp-4973
CrNiAs,130.287,129.925,130.106,mp-4989
TlAsS2,9.72,8.026,8.873,mp-4988
Er(SiRu)2,157.167,156.469,156.818,mp-5022
BeSO4,40.489,35.226,37.858,mp-5046
YCo3B2,203.882,202.621,203.252,mp-5019
CsGaS2,14.312,11.385,12.848,mp-5038
LiGaTe2,26.27,26.145,26.207,mp-5048
YTiGe,86.874,85.437,86.156,mp-5042
Zr2CS,165.729,165.273,165.501,mp-5025
ZrP2O7,131.49,131.49,131.49,mp-5024
Sc3CoC4,177.637,176.816,177.226,mp-5075
Na6MnS4,30.577,30.425,30.501,mp-5055
SrZnF4,61.765,61.44,61.603,mp-5078
Al2SiO5,172.932,171.213,172.073,mp-4753
DyZrSb,79.945,79.616,79.781,mp-5068
YAl3Ni2,110.256,109.918,110.087,mp-5063
Rb2HgO2,25.905,22.024,23.964,mp-5072
Mn2SiS4,58.492,56.684,57.588,mp-5056
NaLi2Sb,29.136,29.136,29.136,mp-5077
ZnSO4,73.857,68.363,71.11,mp-5126
Pr(CoSi)2,122.449,118.893,120.671,mp-5112
TbCoC2,185.45,166.454,175.952,mp-5106
Zr2SbP,114.466,113.621,114.043,mp-5137
LiCuO,71.359,67.894,69.627,mp-1009014
Na3AlP2,29.491,27.216,28.353,mp-5122
Dy(CoB)2,159.849,151.728,155.789,mp-5135
Y(CoSi)2,134.825,131.468,133.147,mp-5129
Y(NiGe)2,102.853,101.409,102.131,mp-5109
HoNiC2,175.132,158.691,166.911,mp-5154
HoSi2Ni,130.259,127.348,128.804,mp-5150
Th(SiRu)2,169.459,167.551,168.505,mp-5165
Zn(RhO2)2,168.078,168.078,168.078,mp-5146
Ca(PRu)2,118.012,86.682,102.347,mp-5157
NaInO2,93.784,87.594,90.689,mp-5175
Na2SeO4,38.221,37.062,37.641,mp-5141
LiGa2Pd,83.371,83.371,83.371,mp-5159
NbAlCo2,195.157,195.157,195.157,mp-5149
KNO3,17.996,16.629,17.312,mp-5158
Ce(SiAu)2,112.568,111.744,112.156,mp-5173
Sm(NiGe)2,101.804,101.78,101.792,mp-5167
La2SiO5,108.488,90.451,99.469,mp-5152
LaRhO3,173.694,173.027,173.36,mp-5163
NdCoSi2,120.242,119.499,119.87,mp-5170
Y(SiNi)2,127.442,126.754,127.098,mp-5176
HfAlCo2,172.038,172.038,172.038,mp-5221
ErB2Ir3,250.508,249.111,249.809,mp-5197
ZnSnAs2,53.381,53.363,53.372,mp-5190
CdSnP2,57.007,57.007,57.007,mp-5213
PrBRh3,169.867,169.867,169.867,mp-5200
Ho(SiOs)2,174.011,173.878,173.944,mp-5219
NdNiGe2,101.438,99.701,100.569,mp-5215
GaCuS2,71.489,71.383,71.436,mp-5238
NdSiRu,88.645,76.038,82.341,mp-5239
Ho(GeRu)2,135.743,135.722,135.733,mp-5260
Ti2SbP,114.42,114.161,114.291,mp-5244
Ca4CN4,67.707,65.327,66.517,mp-5251
U2SbN2,102.824,95.875,99.35,mp-5268
Ca(SiNi)2,117.214,113.401,115.307,mp-5292
Y(FeSi)2,147.329,146.877,147.103,mp-5288
SrSO4,61.114,60.075,60.595,mp-5285
KAuF4,22.158,22.056,22.107,mp-5309
Na4UO5,53.273,39.941,46.607,mp-5327
