formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,material_id
Yb(CoSi)2,111.587,110.119,110.853,mp-5326
CuAsS,66.237,65.977,66.107,mp-5305
HoCo3B2,206.257,200.552,203.405,mp-5313
CsNaTe,14.571,14.545,14.558,mp-5339
MgCO3,108.112,98.792,103.452,mp-5348
RbFeS2,20.742,17.75,19.246,mp-5372
Zn(GaS2)2,42.02,41.764,41.892,mp-5350
ErCo3B2,213.67,213.021,213.346,mp-5353
ErNbO4,145.428,140.566,142.997,mp-5370
Lu(CuSi)2,121.464,120.889,121.177,mp-5346
YTaO4,146.273,128.788,137.531,mp-5377
U2PN2,154.402,152.787,153.594,mp-5381
YbBO3,84.284,76.401,80.342,mp-5364
GaAgS2,59.196,58.997,59.096,mp-5342
Ca4P2O,61.795,61.762,61.778,mp-5380
Pr(MnSi)2,115.944,113.573,114.758,mp-5423
Er(SiRh)2,157.308,157.308,157.308,mp-5386
NdNiC2,153.573,137.698,145.636,mp-5383
LaSF,90.408,90.222,90.315,mp-5394
Tb(FeSi)2,146.009,145.733,145.871,mp-5399
MnCo2Sb,174.535,174.535,174.535,mp-5396
TiAlCo2,179.963,179.963,179.963,mp-5407
YNbO4,136.561,130.081,133.321,mp-5387
NaSbS2,24.837,21.83,23.333,mp-5414
LiGa2Ir,121.949,121.949,121.949,mp-5419
Er(FeGe)2,134.152,134.087,134.12,mp-5451
Ce(CuSi)2,113.094,112.978,113.036,mp-5452
Tb(SiOs)2,170.281,170.094,170.188,mp-5429
TmBRh3,186.37,186.37,186.37,mp-5438
BaTeO3,44.353,41.702,43.028,mp-5431
Nb2SnC,161.348,160.936,161.142,mp-5443
Nd2TeO2,72.393,70.184,71.289,mp-5459
Sr2CuO3,98.372,94.927,96.649,mp-5456
NaTaN2,146.016,126.072,136.044,mp-5475
LuTaO4,153.233,123.951,138.592,mp-5489
TlPd3O4,139.649,139.649,139.649,mp-5478
PrSi2Ni,107.108,105.841,106.474,mp-5493
Ca(CuSi)2,98.036,97.538,97.787,mp-5486
CaMgSi,50.639,50.344,50.491,mp-5473
MnAlAu2,121.118,121.118,121.118,mp-5491
BaCO3,54.259,49.486,51.872,mp-2506699
U2TeN2,88.914,82.918,85.916,mp-5505
GaAgSe2,49.464,49.197,49.331,mp-5518
Er(CoGe)2,134.98,134.82,134.9,mp-5497
Tl3VS4,21.006,21.006,21.006,mp-5513
Th(SiPd)2,143.727,138.62,141.173,mp-5508
La(CoSi)2,119.172,115.945,117.558,mp-5526
Ni3(SnS)2,65.614,56.078,60.846,mp-5528
HoGeAu,95.802,90.795,93.299,mp-5519
Sr2TiO4,127.096,127.091,127.094,mp-5532
Ce(GeRh)2,129.984,129.718,129.851,mp-5577
U(SiRh)2,163.334,161.06,162.197,mp-5556
Pr(AgGe)2,81.287,81.239,81.263,mp-5564
NaReO4,22.406,20.647,21.527,mp-5558
ZrVSi,156.415,156.254,156.335,mp-5541
YSnPd2,107.794,107.794,107.794,mp-5538
Ta2Cd2O7,155.679,155.679,155.679,mp-5548
MgSnAu,65.619,65.619,65.619,mp-5549
Cr2HgSe4,67.353,67.353,67.353,mp-5602
LuB2Ru3,227.954,227.861,227.908,mp-5578
Sc2Si2O7,161.428,158.873,160.151,mp-5594
Ca(FeP)2,112.576,75.032,93.804,mp-5597
YMgGa,59.985,59.957,59.971,mp-5590
CaAgAs,60.576,60.548,60.562,mp-5615
TmB2Ru3,225.924,225.897,225.91,mp-5620
BaUO4,91.592,89.51,90.551,mp-5611
Mg2As2O7,106.378,101.46,103.919,mp-5618
Nd(CoP)2,129.913,116.011,122.962,mp-5622
Pr(FeSi)2,117.219,110.9,114.059,mp-5627
Sr(CoP)2,90.722,85.382,88.052,mp-5671
NbCu3S4,44.381,44.381,44.381,mp-5621
Ag2SO4,58.657,37.43,48.044,mp-5625
Ti3SiC2,183.673,183.666,183.669,mp-5659
DyAsO4,130.808,124.221,127.515,mp-5632
SrZnO2,93.059,91.404,92.231,mp-5637
MnSbPt,110.879,110.879,110.879,mp-5676
NaCrS2,61.469,59.318,60.393,mp-5693
Ag3Te2Au,41.009,41.009,41.009,mp-5710
TbRhO3,190.891,180.476,185.684,mp-5692
Er(FeSi)2,134.014,131.521,132.768,mp-5688
Cu3SbS4,68.85,68.849,68.849,mp-5702
TmCo3B2,211.494,208.974,210.234,mp-5714
Ho(SiRu)2,159.484,158.722,159.103,mp-5720
NdSF,98.394,98.333,98.364,mp-5760
U2SN2,135.371,131.19,133.28,mp-5739
ZrAlNi,131.401,129.785,130.593,mp-5723
HfAlNi2,160.645,160.645,160.645,mp-5748
YAgSn,72.309,70.033,71.171,mp-5729
CeB2Rh3,206.09,205.337,205.713,mp-5757
Tb(SiIr)2,176.203,175.257,175.73,mp-5752
DyPO4,137.317,127.518,132.418,mp-5767
Cu3PSe4,62.812,62.595,62.703,mp-5756
BaTiO3,107.356,88.377,97.867,mp-2998
NaUO3,83.988,83.478,83.733,mp-5788
AlAgS2,62.762,62.62,62.691,mp-5782
CaMg2N2,102.63,100.98,101.805,mp-5795
Na2GeO3,54.862,52.961,53.912,mp-5784
AlVFe2,220.899,220.899,220.899,mp-5778
Zn(GaO2)2,168.278,168.278,168.278,mp-5794
Ce(CoP)2,143.316,138.128,140.722,mp-5820
TaAgS3,87.828,77.936,82.882,mp-5821
Pr(NiGe)2,116.167,116.12,116.144,mp-5819
ErZrSb,80.574,79.786,80.18,mp-5848
ThSiO4,167.35,157.968,162.659,mp-5836
Ho(CoSi)2,137.825,133.55,135.687,mp-5835
LiScO2,135.355,102.224,118.79,mp-5840
LiSi2N3,158.407,157.768,158.088,mp-5853
Pr(SiOs)2,147.012,145.412,146.212,mp-5852
KZnF3,71.15,71.15,71.15,mp-5878
CoSbS,118.427,118.238,118.332,mp-4962
Ba2ZrF8,50.873,45.298,48.085,mp-5900
Hf2NiP,180.105,179.954,180.029,mp-5918
Yb(SiNi)2,106.96,106.571,106.765,mp-5916
CaCuSb,56.595,47.493,52.044,mp-5910
Al2CdS4,38.54,38.468,38.504,mp-5928
Na5SiP3,30.56,29.533,30.046,mp-5929
Yb(CuSi)2,99.329,98.578,98.953,mp-5934
TlNO3,21.686,21.629,21.657,mp-5915
LiAlGe,55.853,55.853,55.853,mp-961645
NaMgAs,33.163,33.163,33.163,mp-5962
Th(CuSi)2,133.038,133.013,133.026,mp-5948
Dy(CoSi)2,122.132,118.035,120.084,mp-5976
TiCoSb,141.018,141.018,141.018,mp-5967
YBPt2,159.442,158.894,159.168,mp-5971
Nd2Zr2O7,158.964,158.964,158.964,mp-5977
Tm(CoGe)2,131.945,131.944,131.945,mp-5983
Sm2Ti2S2O5,132.337,128.636,130.487,mp-5999
K2NaScF6,41.223,41.223,41.223,mp-6058
LaCuSO,80.32,78.442,79.381,mp-6088
KRb2TiF6,34.699,34.699,34.699,mp-6074
Ba2Ti(SiO4)2,86.88,75.634,81.257,mp-6081
NdNi2B2C,185.339,184.843,185.091,mp-6102
ErNi2B2C,170.694,170.122,170.408,mp-6098
TbNi2B2C,174.764,173.67,174.217,mp-6092
CaTiSiO5,121.407,109.727,115.567,mp-6109
LiCaAlF6,66.39,66.38,66.385,mp-6134
Ba2NdSbO6,121.581,119.838,120.71,mp-6122
Na4Zr2(SiO4)3,97.911,84.713,91.312,mp-6150
Mg2Al4Si5O18,123.538,123.008,123.273,mp-6174
Ba2NdNbO6,124.765,123.882,124.323,mp-6167
Ba2Ho(CuO2)4,110.571,97.525,104.048,mp-6205
Cs2NaScF6,34.148,34.148,34.148,mp-6204
Na2TiGeO5,85.343,80.315,82.829,mp-6228
DyNi2B2C,175.15,174.292,174.721,mp-6223
LiScSiO4,109.084,109.036,109.06,mp-6224
Ba2LiReO6,84.792,84.792,84.792,mp-6270
Y2Si4CN6,171.621,162.872,167.246,mp-6353
Na2MgAlF7,64.397,63.999,64.198,mp-6319
Sr2TbIrO6,138.531,138.471,138.501,mp-6362
Na2ZnSiO4,78.443,77.243,77.843,mp-6391
ZnCu2GeS4,68.72,68.715,68.717,mp-6408
CaMg(CO3)2,93.541,84.376,88.959,mp-6459
K2Ca(CO3)2,50.6,41.922,46.261,mp-6494
Ca5P3O12F,84.778,81.23,83.004,mp-6473
Ba3MgNb2O9,127.396,127.394,127.395,mp-6474
CaMgSiO4,101.581,99.378,100.479,mp-6493
Ba2YSbO6,129.55,129.55,129.55,mp-6492
Sr2MgSi2O7,86.662,86.269,86.466,mp-6564
K2NaAlF6,45.766,45.766,45.766,mp-6586
K2Cu(PO3)4,39.937,28.508,34.223,mp-6598
Tb2Fe2Si2C,129.349,125.68,127.515,mp-6624
BaTi(SiO3)3,109.445,108.385,108.915,mp-6661
HoNi2B2C,158.98,156.928,157.954,mp-6646
LiTiPO5,102.099,92.404,97.252,mp-6668
Sr5P3O12F,75.485,75.194,75.339,mp-6669
Sr2HoRuO6,137.662,137.604,137.633,mp-6676
K2NaInF6,39.509,39.509,39.509,mp-6686
Sr3ZnIrO6,108.039,107.576,107.808,mp-6723
TmNi2B2C,156.445,152.197,154.321,mp-6754
CaMg(SiO3)2,105.949,98.078,102.013,mp-6766
CaBe2(PO4)2,86.171,83.154,84.663,mp-6772
LaB2Rh2C,185.964,185.947,185.956,mp-6794
Ba2Pr(CuO2)4,105.944,98.826,102.385,mp-6779
KBaPO4,55.849,55.07,55.459,mp-6812
KCaCO3F,51.676,51.651,51.664,mp-6867
KBe2BO3F2,69.923,29.366,49.645,mp-6870
CaGa,37.937,36.139,37.038,mp-6914
TmAgSn,74.611,72.432,73.521,mp-2990
Sm(BC)2,194.553,153.37,173.961,mp-6916
Ca(PPd)2,111.595,109.469,110.532,mp-6926
Sr(AlSi)2,59.194,58.125,58.659,mp-6931
RbCdF3,55.222,55.222,55.222,mp-6951
BaSb3,27.171,27.06,27.116,mp-6950
U2IrC2,186.052,184.618,185.335,mp-6940
SrAgAs,52.071,45.706,48.889,mp-6954
ZnRh,171.239,171.239,171.239,mp-6938
Sr(BIr)2,166.078,165.526,165.802,mp-6939
Ce(FeP)2,146.141,112.916,129.529,mp-6957
Cs2KCuF6,34.359,34.359,34.359,mp-6968
CsNaS,20.649,20.579,20.614,mp-6973
FeN,272.864,272.864,272.864,mp-1008929
ThGeS,98.766,98.608,98.687,mp-6979
ScCuS2,79.996,79.741,79.868,mp-6980
Sc(CuSi)2,125.092,124.317,124.705,mp-6969
Rb2SiAs2,18.823,16.905,17.864,mp-6960
SiO2,30.156,29.439,29.797,mp-2374583
SmB6,174.855,174.855,174.855,mp-6996
CaHgO2,74.136,59.106,66.621,mp-7041
TlPd2Se3,27.778,17.17,22.474,mp-7038
InBO3,157.086,142.734,149.91,mp-7027
HfMoP,207.065,206.89,206.978,mp-7032
CePPd,114.256,105.849,110.052,mp-7003
NaMgSb,26.991,26.972,26.982,mp-7090
RbFeSe2,17.304,14.791,16.048,mp-7086
KMgSb,23.701,23.153,23.427,mp-7089
KAuS,14.713,11.327,13.02,mp-7077
TiSi,146.341,145.297,145.819,mp-7092
Mn3PtN,179.569,179.569,179.569,mp-7070
Er2Si2O7,149.281,145.839,147.56,mp-7064
Ca(CdAs)2,49.925,48.907,49.416,mp-7067
Sr3(AlSi)2,43.693,42.599,43.146,mp-7068
Li5(NiN)3,99.083,55.172,77.127,mp-7080
ScNiGe,124.622,123.703,124.163,mp-7066
LaSi,65.905,64.189,65.047,mp-1860
Ta2C,260.495,260.434,260.465,mp-7088
CsCaF3,47.44,47.44,47.44,mp-7104
Dy(AlSi)2,78.542,78.519,78.53,mp-7121
ScRu3C,236.198,236.198,236.198,mp-7130
Al2Os,190.012,190.011,190.012,mp-7188
La3TlC,54.494,54.494,54.494,mp-7159
TbPPt,135.217,119.967,127.592,mp-7168
TiAlNi2,164.644,164.644,164.644,mp-7187
Sr3GaN3,60.507,59.849,60.178,mp-7191
TmPPt,140.454,120.082,130.268,mp-7169
NdAl3Ni2,108.289,102.906,105.597,mp-7186
Sc2Sb,72.397,71.68,72.039,mp-7192
ScSbPt,112.645,112.645,112.645,mp-7173
AlPd,149.85,149.85,149.85,mp-829
Na2ZrSe3,35.238,34.547,34.893,mp-7219
Cs2HgO2,21.925,18.265,20.095,mp-7232
V3Ni,202.988,202.988,202.988,mp-7226
PrMgGa,53.775,53.653,53.714,mp-7239
ScUS3,79.919,79.225,79.572,mp-7276
Sc2SO2,139.478,139.477,139.478,mp-7288
ZnAs2,51.504,51.404,51.454,mp-7262
LaB4,170.081,170.078,170.08,mp-7283
Ba2YNbO6,133.322,133.322,133.322,mp-7251
LiSnPd2,108.005,108.005,108.005,mp-7243
CaGaN,80.466,78.258,79.362,mp-7263
CrP4,128.951,122.568,125.759,mp-7302
Li(CuP)2,94.994,89.797,92.396,mp-7298
Cs2SnF6,18.726,18.6,18.663,mp-7297
MgCuP,91.331,91.284,91.308,mp-7352
ErCd3,57.325,56.731,57.028,mp-7303
Y3Pt,56.216,55.014,55.615,mp-7343
Ba(BRh)2,90.311,76.576,83.444,mp-7349
Dy2Se3,67.713,66.121,66.917,mp-7368
BaAgAs,46.186,43.261,44.723,mp-7359
KAgF4,23.763,22.788,23.276,mp-7387
Sr(SiAu)2,86.662,85.509,86.085,mp-7365
Ca(SiAu)2,94.079,92.1,93.089,mp-7364
KNbO3,103.65,102.994,103.322,mp-935811
TbMg3,40.267,40.267,40.267,mp-7381
Sr(CoGe)2,78.096,64.058,71.077,mp-7361
Ba3(AlSn)2,31.666,31.193,31.429,mp-7377
SrGe2,47.663,46.179,46.921,mp-7390
SmF3,114.898,109.298,112.098,mp-7384
Ba(CuO)2,58.384,54.623,56.503,mp-7374
Sr3(AlSn)2,36.823,35.685,36.254,mp-7376
Li3Tl,23.258,23.258,23.258,mp-7396
KHgAs,29.561,20.658,25.11,mp-7420
KZnAs,34.496,27.305,30.9,mp-7421
NaAlGe,39.943,38.639,39.291,mp-7400
Ca(CdSb)2,39.693,39.014,39.354,mp-7430
Ba(ZnP)2,55.546,55.169,55.357,mp-7426
Sr(ZnSb)2,42.297,41.843,42.07,mp-7431
KZnSb,28.042,20.84,24.441,mp-7438
SmAlO3,181.756,177.786,179.771,mp-7405
Sr(CdSb)2,37.839,37.283,37.561,mp-7432
BPd2,173.533,172.864,173.199,mp-7424
Ba(ZnAs)2,51.943,50.885,51.414,mp-7427
KCuTe,33.2,25.549,29.374,mp-7436
K3Cu3P2,26.381,24.666,25.523,mp-7439
NaP,29.172,28.923,29.048,mp-7440
KCuSe,39.084,32.067,35.575,mp-7435
Ca(ZnSb)2,43.833,43.255,43.544,mp-7429
KZnP,40.366,32.649,36.508,mp-7437
La2S3,70.21,68.558,69.384,mp-7475
RbErO2,82.946,80.548,81.747,mp-7477
RbHgF3,50.69,50.69,50.69,mp-7482
NaCuO,48.142,47.178,47.66,mp-7469
RbCuO,28.077,27.972,28.024,mp-7470
RbDyO2,79.22,76.88,78.05,mp-7476
LiCu2Si,105.396,105.396,105.396,mp-7473
RbLuO2,85.401,83.556,84.479,mp-7480
KHgF3,50.671,50.671,50.671,mp-7483
RbTmO2,83.542,81.521,82.532,mp-7478
CaSb2,37.175,31.257,34.216,mp-7493
ThSi2,106.005,105.175,105.59,mp-2844
Ti5Te4,68.295,67.914,68.104,mp-7498
BaSe2,30.71,29.816,30.263,mp-7547
ZrSiRu,191.407,190.986,191.197,mp-7544
Th2TeN2,82.4,76.51,79.455,mp-7523
SnP3,46.479,40.045,43.262,mp-7541
ThSb2,73.887,72.334,73.11,mp-7568
LiZnN,112.773,112.773,112.773,mp-7575
AlBMo,211.688,210.608,211.148,mp-7574
MgSO4,76.188,68.396,72.292,mp-7572
Co(BW)2,335.397,335.352,335.374,mp-7573
CoSi,226.984,226.984,226.984,mp-7577
LiMgSnPd,73.754,73.754,73.754,mp-7555
YNi4B,150.91,145.661,148.286,mp-7559
NbGaO4,163.244,162.715,162.98,mp-7601
NbAs2,126.311,124.001,125.156,mp-7598
MgAs4,43.438,43.244,43.341,mp-7623
Li2PdO2,94.594,88.3,91.447,mp-7608
GeF2,8.866,7.702,8.284,mp-7595
KTcO4,17.37,16.9,17.135,mp-7621
Li2TiF6,52.117,52.07,52.093,mp-7603
Th(FeSi)2,148.363,145.059,146.711,mp-7600
LuAsO4,140.148,132.651,136.399,mp-7644
NiMoP,238.525,238.05,238.287,mp-7632
Na2CuP,34.677,34.432,34.554,mp-7639
K2AgSb,17.346,17.181,17.264,mp-7643
Zr(SiNi)2,181.866,177.727,179.797,mp-7707
Al(CrB)2,228.493,226.127,227.31,mp-7692
K2S3,14.947,14.46,14.703,mp-7667
Li4UO5,87.147,83.752,85.449,mp-7714
Ca(AlSi)2,61.904,59.657,60.78,mp-7704
Sr(ZnAs)2,54.066,53.928,53.997,mp-7770
Sr(CdAs)2,47.099,46.492,46.795,mp-7771
Sr3SbN,45.977,45.977,45.977,mp-7752
CsCu3S2,12.66,7.66,10.16,mp-7786
MgGeN2,146.325,146.023,146.174,mp-7798
CaGeN2,126.095,95.58,110.837,mp-7801
MnNbSi,200.744,195.645,198.194,mp-7829
Ba(MgGe)2,43.342,43.121,43.231,mp-7876
BW,341.801,341.8,341.8,mp-1008487
ZrS,119.034,113.147,116.09,mp-1925
TiB,207.873,206.938,207.405,mp-7857
Sr(CuSi)2,86.736,86.395,86.566,mp-7877
Ba(MgSi)2,49.163,48.852,49.007,mp-7875
K2ReF6,26.511,25.762,26.136,mp-7824
Cs2ZrF6,19.309,18.661,18.985,mp-7903
BaCdO2,78.564,78.405,78.484,mp-7899
Rb3As,10.493,10.486,10.489,mp-7898
Sr(AgGe)2,60.186,59.347,59.767,mp-7879
K3P,13.976,13.974,13.975,mp-7897
Al2ZnTe4,28.876,28.795,28.836,mp-7908
Al2CdTe4,25.511,25.325,25.418,mp-7909
Al2ZnSe4,36.965,36.808,36.886,mp-7907
KCuO,33.445,32.944,33.195,mp-7911
BeSiN2,221.064,220.848,220.956,mp-7913
NaScO2,104.097,97.394,100.745,mp-7914
Sr(SiAg)2,72.103,71.365,71.734,mp-7880
Al2HgTe4,25.201,25.023,25.112,mp-7910
CdP4,55.68,55.167,55.424,mp-7904
Mn2AlB2,204.234,195.65,199.942,mp-7892
Al2HgS4,37.664,37.392,37.528,mp-7906
HfSiS,134.827,133.731,134.279,mp-7916
HfGeS,126.676,126.489,126.583,mp-7918
Rb2GeF6,21.357,19.972,20.664,mp-7949
Zr3(Cu2Si)2,132.56,132.195,132.377,mp-7930
K2PtS2,37.448,32.648,35.048,mp-7928
CaPdF6,24.567,18.87,21.718,mp-7922
MgPdF6,35.677,25.288,30.483,mp-7921
HfGeSe,111.125,110.937,111.031,mp-7917
SrP,44.78,44.719,44.749,mp-7931
NaTiS2,50.684,49.416,50.05,mp-7942
LiNbS2,84.052,81.457,82.755,mp-7936
USbTe,62.4,61.424,61.912,mp-7935
NaNbS2,76.765,76.012,76.388,mp-7937
NaNbSe2,61.348,60.773,61.06,mp-7939
Na3Sb,19.485,19.439,19.462,mp-7956
Li3Sb,28.723,28.531,28.627,mp-2074
K2PdF6,24.247,23.288,23.767,mp-7979
Sr3SnO,44.124,44.124,44.124,mp-7961
YbAgS2,66.971,66.668,66.819,mp-7962
RbNdO2,70.765,67.172,68.969,mp-7973
RbGdO2,77.292,75.076,76.184,mp-7976
ThSe2,78.54,77.324,77.932,mp-7951
RbSmO2,74.407,71.196,72.801,mp-7974
Cs2O,8.652,4.399,6.526,mp-7988
KErO2,85.432,81.729,83.58,mp-7959
CsSmO2,73.018,70.71,71.864,mp-7977
V2PC,227.857,226.666,227.261,mp-8044
RbRuF6,14.977,6.982,10.98,mp-8014
KRuF6,17.089,6.016,11.553,mp-8013
AlCuTe2,49.907,49.903,49.905,mp-8017
NdNi4B,142.75,137.646,140.198,mp-8048
AlCuSe2,63.575,63.573,63.574,mp-8016
LiAlO2,147.95,137.452,142.701,mp-3427
AsPd2,133.549,115.028,124.288,mp-8073
Ba2Cd,14.897,14.757,14.827,mp-8093
Ba2Hg,16.254,15.953,16.104,mp-8094
LuCuSi,105.404,95.581,100.492,mp-8125
ErCuSi,101.576,94.042,97.809,mp-8122
YCuSi,95.974,90.179,93.076,mp-8126
Li(TiSe2)3,31.824,14.4,23.112,mp-8132
Ba(CdSb)2,36.134,35.852,35.993,mp-8150
TmCuSi,102.772,94.02,98.396,mp-8123
ThSO,136.466,135.3,135.883,mp-8136
KScO2,96.628,95.026,95.827,mp-8188
Li2CeN2,111.836,109.154,110.495,mp-8181
LiNO3,41.125,38.415,39.77,mp-8180
HgF2,86.276,86.276,86.276,mp-8177
KTlO2,72.356,71.123,71.739,mp-8175
CaPdF4,76.08,74.523,75.302,mp-8161
K2ZnO2,42.369,41.92,42.145,mp-8187
RbTlO2,69.545,69.08,69.312,mp-8176
As3Rh,115.538,115.538,115.538,mp-8182
Cs2PtF6,18.235,16.422,17.328,mp-8191
Cd(PtO2)3,193.864,190.948,192.406,mp-8212
Mg(PtO2)3,187.876,187.612,187.744,mp-8208
Zn(PtO2)3,193.923,193.421,193.672,mp-8207
LiAlB14,195.568,192.957,194.262,mp-8204
Zr(CuP)2,127.532,127.277,127.405,mp-8219
Ba(PPd)2,63.019,59.969,61.494,mp-8236
GaGeTe,23.171,7.284,15.227,mp-8211
LaYbS3,56.344,53.552,54.948,mp-8215
TlPS3,11.573,9.933,10.753,mp-8249
ZrAsRu,186.503,186.487,186.495,mp-8221
La(NiP)2,128.782,121.1,124.941,mp-8250
Na5ReO6,56.523,56.068,56.295,mp-8253
Ba(MgP)2,51.081,51.059,51.07,mp-8278
KPS3,10.617,9.892,10.254,mp-8267
Ba(CdAs)2,44.556,44.446,44.501,mp-8281
CaPtF6,23.242,15.855,19.548,mp-8255
ZnPtF6,37.653,30.053,33.853,mp-8256
Sr(CdP)2,54.265,53.615,53.94,mp-8277
Ba(CdP)2,50.735,50.679,50.707,mp-8279
Ti2N,204.071,203.696,203.884,mp-7790
Sr(ZnP)2,63.538,63.454,63.496,mp-8276
Ba(MgAs)2,45.091,45.087,45.089,mp-8280
BaSnF6,36.558,34.808,35.683,mp-8290
SnF3,50.256,50.256,50.256,mp-8289
CaNi4B,133.749,131.707,132.728,mp-8307
Li(NiP)2,115.301,106.973,111.137,mp-8310
BaTiF6,49.117,49.035,49.076,mp-8291
Ba4As2O,38.955,38.882,38.918,mp-8300
Ba2ZrO4,105.859,105.799,105.829,mp-8335
Ca3Ni7B2,103.131,102.061,102.596,mp-8308
Sr4As2O,46.781,46.701,46.741,mp-8299
Ba3FeN3,35.477,26.982,31.23,mp-8306
Sr4P2O,50.252,50.22,50.236,mp-8298
Si3NiP4,104.557,104.278,104.417,mp-8311
TeO2,21.208,20.957,21.082,mp-557
Th(SiTc)2,151.248,151.244,151.246,mp-8375
TlSbF6,15.275,15.143,15.209,mp-8348
Na6ZnS4,31.31,31.149,31.23,mp-8389
Li3LaP2,56.822,56.811,56.817,mp-8407
CsCdF3,53.871,53.871,53.871,mp-8399
ZrCoP,199.479,199.137,199.308,mp-8418
KYO2,80.268,76.901,78.584,mp-8409
K2CuP,22.017,21.756,21.887,mp-8446
NaLiS,35.566,35.493,35.529,mp-8452
K2Se,15.851,15.851,15.851,mp-8426
Ca5(AlSb3)2,39.382,38.99,39.186,mp-8439
Ca(BRh)2,151.774,151.23,151.502,mp-8431
NaPrO2,94.428,74.157,84.293,mp-8470
BaAsPt,68.239,68.239,68.239,mp-8458
Ta2PdSe6,31.766,3.123,17.445,mp-8436
SrAsPt,78.087,66.646,72.367,mp-8456
CaCuP,76.728,69.783,73.255,mp-8432
Ta2PdS6,37.05,1.577999999999999,19.314,mp-8435
CdSO4,65.235,59.417,62.326,mp-8459
CaSbPt,84.125,79.213,81.669,mp-8487
LiPrGe,53.453,52.592,53.023,mp-8481
Tm(SiRh)2,157.705,157.69,157.698,mp-8528
SrSnP,41.518,41.501,41.51,mp-8539
Ho2Cr2C3,161.516,159.789,160.653,mp-8499
S(OF)2,3.696,3.675,3.686,mp-8537
Na3AlAs2,25.012,21.661,23.337,mp-8543
ErSi2Rh3,172.797,170.261,171.529,mp-8535
BaPaO3,109.369,109.369,109.369,mp-8557
Ag,88.449,88.448,88.449,mp-124
Eu(PRh)2,133.042,133.042,133.042,mp-8582
Te4Mo3,32.707,32.659,32.683,mp-8601
Ba(PRh)2,83.611,78.514,81.062,mp-8583
SrSbPt,69.263,47.81,58.536,mp-8605
K2Te2Pt,24.033,20.978,22.506,mp-8623
NbBO4,256.872,241.832,249.352,mp-8615
BaSbPt,61.48,53.185,57.332,mp-8606
K(Cu2As)2,56.749,46.776,51.763,mp-8608
SbIrS,140.919,140.919,140.919,mp-8630
LuAlB4,186.239,178.202,182.221,mp-8631
Te4Pt3,57.11,37.927,47.518,mp-8628
K2PtSe2,30.112,26.201,28.157,mp-8621
K2Sn2O3,23.501,23.501,23.501,mp-7502
Tl(CuS)2,30.013,26.448,28.231,mp-8676
TiFeSi,189.327,186.343,187.835,mp-8648
Ca3CrN3,85.755,85.553,85.654,mp-8670
PrSiRu,85.53,70.143,77.836,mp-8654
CsAgO,21.371,21.37,21.37,mp-8666
ScBO3,165.662,151.914,158.788,mp-8697
Na3SbSe4,19.392,19.392,19.392,mp-8703
K2Au3,36.094,30.272,33.183,mp-8700
Na4CdP2,23.814,23.358,23.586,mp-8752
NaLiTe,24.915,24.748,24.832,mp-8754
K4HgP2,16.124,15.891,16.008,mp-8753
KLiSe,24.746,24.525,24.635,mp-8756
K2TeO3,23.976,22.651,23.313,mp-8724
Ta2Se,72.066,13.146,42.606,mp-8732
DyCoSi2,129.868,125.134,127.501,mp-8742
NdCoC2,163.091,158.974,161.032,mp-8761
Ca4As2O,56.962,56.872,56.917,mp-8789
ScB12,218.18,218.18,218.18,mp-8772
Ba2CuO3,78.603,75.622,77.113,mp-8790
Zr2NiAs2,141.9,134.653,138.277,mp-8786
Lu2(NiB2)3,202.924,202.302,202.613,mp-8771
SrSiPd,68.756,68.756,68.756,mp-8843
Ca2ZnN2,83.723,79.797,81.76,mp-8818
RbNaS,22.388,22.388,22.388,mp-8799
NaRhO2,115.32,104.617,109.969,mp-8830
Li6MoN4,83.829,83.015,83.422,mp-8804
CaSiPd,67.466,63.854,65.66,mp-8842
CsNa2BO3,47.292,46.74,47.016,mp-8871
Rb2MgF4,39.716,39.079,39.398,mp-8861
Li(Co3P2)2,202.79,202.157,202.474,mp-8864
K2Zr(BO3)2,79.659,50.197,64.928,mp-8891
Cd(SbO3)2,118.892,97.092,107.992,mp-8922
PtF4,45.583,33.887,39.735,mp-8943
Cs2SiP2,17.959,12.616,15.288,mp-8932
CrSi2,190.105,189.833,189.969,mp-1222
Rb2HgF4,32.933,32.092,32.512,mp-8962
NaSi2N3,187.506,185.837,186.672,mp-8973
Cs2HgF4,28.58,27.957,28.269,mp-8963
Cs2NbF6,22.781,22.447,22.614,mp-8995
Rb2NbF6,22.654,20.636,21.645,mp-8994
Mg2Ni3P,126.68,124.884,125.782,mp-8969
Ho2CF2,111.664,100.242,105.953,mp-9006
RbAuS,12.853,12.107,12.48,mp-9010
NaLuS2,49.424,46.766,48.095,mp-9035
ScSiAu,117.025,109.341,113.183,mp-9023
YSiAu,103.698,81.667,92.683,mp-9025
Ca3VN3,87.143,86.981,87.062,mp-9029
NaTmS2,48.949,46.123,47.536,mp-9076
RbSe,13.45,12.256,12.853,mp-9063
K2NaAlP2,25.353,24.508,24.93,mp-9068
CdCuF4,85.82,83.854,84.837,mp-9075
LiCuO2,91.721,70.499,81.11,mp-773044
Ca(SbO3)2,109.593,86.813,98.203,mp-9125
Ba(SbO3)2,94.818,81.0,87.909,mp-9127
ThSiAu,123.423,116.292,119.857,mp-9164
LiZnAs,53.606,53.606,53.606,mp-9124
